Date,Product,Price,Quantity,Region,City,Country,Discount,Payment_Method,Customer_Age,Customer_Gender
2022-06-20,Printer,5722.0,9.0,East,Bangalore,India,0.0,Cash,59.0,Female
2022-12-04,Printer,24566.0,6.0,North,Kolkata,Germany,10.0,Cash,69.0,Female
2022-05-05,Tablet,70840.0,20.0,North,Kolkata,France,20.0,Net Banking,57.0,Female
2022-11-07,Smartwatch,65624.0,40.0,East,Hyderabad,France,20.0,Debit Card,61.0,Female
2022-11-15,Tablet,68976.0,35.0,East,Lucknow,Germany,0.0,Cash,32.0,Female
,Phone,88414.0,9.0,West,Hyderabad,USA,0.0,UPI,28.0,Other
2022-08-29,Keyboard,88470.0,2.0,North,Bangalore,USA,5.0,UPI,19.0,Female
2022-07-03,Monitor,31506.0,48.0,West,Mumbai,France,15.0,Cash,33.0,Female
2022-04-14,,1001.0,37.0,North,Delhi,,15.0,Cash,64.0,Male
2022-09-27,Monitor,90062.0,22.0,East,Bangalore,Canada,5.0,Credit Card,54.0,Female
2022-07-09,Monitor,88402.0,18.0,West,Delhi,,10.0,Debit Card,19.0,Female
2022-08-10,Headphones,36661.0,9.0,North,Lucknow,,20.0,Credit Card,63.0,Female
2022-08-11,,56163.0,33.0,West,Mumbai,India,15.0,,30.0,Other
2022-12-27,Tablet,7797.0,18.0,North,,Canada,5.0,Net Banking,21.0,Male
2022-11-20,Mouse,20936.0,23.0,,Kolkata,,0.0,Credit Card,53.0,Female
2022-11-04,,29653.0,37.0,North,,,0.0,Credit Card,40.0,Male
2022-03-15,,43398.0,42.0,South,Pune,USA,10.0,Credit Card,,Other
2022-02-28,Printer,33876.0,12.0,North,Ahmedabad,India,0.0,Net Banking,29.0,Female
2022-12-31,Keyboard,21392.0,35.0,North,Pune,France,10.0,Credit Card,39.0,Other
2022-01-22,Tablet,6547.0,24.0,,Jaipur,Germany,10.0,Cash,68.0,Male
2022-05-13,Monitor,74952.0,23.0,North,Hyderabad,UK,20.0,Debit Card,67.0,Other
2022-08-14,Headphones,,11.0,,Hyderabad,UK,0.0,Cash,69.0,Male
2022-06-07,Printer,166.0,24.0,North,Kolkata,Germany,15.0,Net Banking,56.0,
2022-11-12,Monitor,52062.0,30.0,North,Lucknow,Canada,0.0,Cash,66.0,Other
2022-09-03,Phone,82014.0,47.0,South,Ahmedabad,UK,10.0,Credit Card,65.0,Other
2022-07-27,Keyboard,85581.0,18.0,West,Kolkata,USA,5.0,UPI,38.0,Male
2022-04-19,Keyboard,58197.0,41.0,East,Pune,UK,15.0,UPI,44.0,Female
2022-06-25,Mouse,67791.0,34.0,West,Lucknow,Canada,10.0,Credit Card,57.0,Male
,Tablet,38517.0,25.0,North,Pune,India,20.0,UPI,30.0,Other
2022-12-12,Headphones,65880.0,15.0,East,Ahmedabad,Germany,10.0,Net Banking,40.0,Male
2022-09-08,Monitor,66637.0,12.0,West,Mumbai,Germany,10.0,Credit Card,58.0,Female
,Phone,62753.0,39.0,North,Lucknow,USA,20.0,Cash,25.0,Female
2022-04-27,Printer,31931.0,15.0,South,Lucknow,,0.0,Debit Card,40.0,Female
2022-07-14,Camera,,23.0,East,Kolkata,India,15.0,Net Banking,,Other
2022-05-06,Printer,53126.0,16.0,North,Jaipur,Germany,15.0,,54.0,Female
2022-06-06,Keyboard,53464.0,17.0,West,Mumbai,France,5.0,Debit Card,33.0,Male
2022-02-06,Keyboard,61792.0,29.0,North,,France,0.0,Credit Card,32.0,Female
,Tablet,9443.0,45.0,West,Pune,France,5.0,Net Banking,41.0,Female
2022-05-14,Smartwatch,4923.0,11.0,East,Delhi,Canada,0.0,Debit Card,48.0,Female
2022-04-25,Printer,49689.0,3.0,,Lucknow,Germany,5.0,Credit Card,25.0,Female
2022-09-21,Monitor,62387.0,25.0,West,Lucknow,India,,Debit Card,20.0,Female
2022-01-19,Headphones,15439.0,26.0,South,Lucknow,UK,15.0,Net Banking,36.0,Male
2022-01-01,Laptop,24694.0,38.0,North,Hyderabad,France,0.0,Cash,63.0,Female
2022-08-04,Camera,47440.0,38.0,East,Kolkata,France,0.0,Debit Card,32.0,Other
2022-04-09,Keyboard,30243.0,47.0,South,Lucknow,Canada,15.0,Credit Card,37.0,Female
2022-09-13,Camera,97554.0,37.0,North,Jaipur,Canada,10.0,Net Banking,21.0,Female
2022-08-12,Smartwatch,70511.0,11.0,North,Ahmedabad,Germany,20.0,Debit Card,57.0,
2022-10-18,Monitor,28059.0,42.0,South,Hyderabad,,10.0,Credit Card,35.0,Female
2022-04-21,Camera,51513.0,40.0,West,Chennai,UK,15.0,Debit Card,57.0,Female
2022-10-09,Phone,2879.0,7.0,East,Ahmedabad,USA,15.0,Debit Card,44.0,Other
2022-06-20,Printer,61684.0,3.0,East,Bangalore,India,10.0,UPI,48.0,Male
2022-06-26,Camera,73879.0,35.0,South,Chennai,France,10.0,Net Banking,62.0,Other
2022-03-31,Monitor,7552.0,35.0,South,Pune,UK,20.0,Debit Card,50.0,Female
2022-06-01,Printer,77914.0,16.0,West,Lucknow,USA,20.0,Net Banking,55.0,
2022-03-13,Printer,19409.0,20.0,North,Kolkata,Canada,20.0,Debit Card,31.0,Female
2022-08-21,Laptop,77813.0,21.0,North,Pune,France,5.0,Debit Card,41.0,Male
2022-12-14,Laptop,68785.0,25.0,West,Lucknow,India,10.0,Debit Card,28.0,Female
2022-08-19,Smartwatch,30370.0,14.0,North,Lucknow,UK,15.0,Debit Card,37.0,Female
2022-06-11,Printer,1652.0,43.0,South,Kolkata,USA,0.0,UPI,46.0,Female
,Mouse,16553.0,42.0,West,Chennai,India,10.0,Net Banking,20.0,Female
2022-05-27,Printer,90449.0,,South,Chennai,India,15.0,Net Banking,42.0,Other
,Printer,65271.0,8.0,West,Kolkata,Germany,0.0,Cash,30.0,Female
2022-08-31,Laptop,76273.0,2.0,North,Hyderabad,France,15.0,Debit Card,50.0,Other
2022-04-27,Tablet,83891.0,37.0,North,Jaipur,Canada,20.0,Debit Card,58.0,Other
2022-08-14,,20570.0,8.0,West,Lucknow,India,10.0,Debit Card,42.0,Male
2022-06-12,Tablet,51372.0,39.0,East,Ahmedabad,India,5.0,Credit Card,23.0,Other
2022-01-14,Tablet,44454.0,24.0,North,,UK,20.0,Debit Card,51.0,Other
2022-02-08,Mouse,22885.0,6.0,South,Hyderabad,India,15.0,,35.0,Female
2022-04-28,Camera,41303.0,13.0,South,Mumbai,France,0.0,Credit Card,48.0,Male
2022-07-21,Laptop,34278.0,31.0,West,Mumbai,UK,20.0,Cash,63.0,Male
2022-10-13,Monitor,5413.0,11.0,South,Hyderabad,India,15.0,Credit Card,,Male
2022-04-19,Laptop,26578.0,35.0,South,Pune,Germany,5.0,UPI,55.0,Male
2022-10-16,Monitor,28856.0,48.0,West,Chennai,USA,10.0,Cash,46.0,Female
2022-08-25,Headphones,5554.0,,South,Chennai,USA,0.0,,48.0,Female
2022-05-28,Monitor,69380.0,7.0,West,Lucknow,USA,20.0,Net Banking,39.0,Female
2022-03-02,Smartwatch,74084.0,29.0,,Hyderabad,USA,15.0,Cash,39.0,Male
2022-04-24,Monitor,24800.0,7.0,East,Delhi,Germany,,Credit Card,30.0,Female
2022-09-09,Phone,58755.0,22.0,South,Jaipur,UK,0.0,Net Banking,66.0,Other
2022-12-12,Monitor,,21.0,North,Chennai,Canada,20.0,Debit Card,57.0,Male
2022-09-13,Headphones,94149.0,22.0,South,Mumbai,France,5.0,Debit Card,47.0,Female
2022-07-17,Monitor,29611.0,17.0,South,Pune,France,15.0,Net Banking,35.0,Female
2022-09-28,Monitor,41053.0,4.0,East,Pune,Canada,20.0,Debit Card,46.0,Female
2022-01-12,Camera,4421.0,,South,Bangalore,USA,5.0,,51.0,Female
2022-06-02,Laptop,88174.0,1.0,North,Kolkata,Germany,20.0,Net Banking,65.0,
2022-02-23,Monitor,99721.0,39.0,North,Ahmedabad,USA,10.0,Credit Card,50.0,Female
2022-05-07,Smartwatch,39141.0,43.0,North,Chennai,USA,15.0,Cash,41.0,Female
2022-08-31,Camera,982.0,24.0,North,Kolkata,France,0.0,Net Banking,54.0,Female
2022-11-26,Camera,67434.0,37.0,East,Bangalore,France,20.0,Debit Card,26.0,Male
2022-01-11,Monitor,39879.0,39.0,East,,India,5.0,Debit Card,19.0,Female
,Mouse,38837.0,22.0,East,Chennai,USA,5.0,Credit Card,25.0,
2022-07-23,Camera,15316.0,4.0,West,Ahmedabad,,20.0,Credit Card,53.0,Female
2022-04-27,,60201.0,1.0,South,Jaipur,France,5.0,Net Banking,53.0,Male
2022-11-06,Keyboard,16866.0,32.0,South,Hyderabad,France,15.0,Debit Card,22.0,Female
2022-03-25,Printer,30473.0,17.0,East,Hyderabad,Germany,10.0,Credit Card,32.0,Female
2022-08-04,Headphones,41239.0,41.0,South,Pune,France,0.0,UPI,57.0,Male
2022-05-29,,37761.0,29.0,West,Jaipur,France,10.0,Net Banking,30.0,Male
2022-08-21,Tablet,45050.0,,East,Bangalore,France,15.0,Net Banking,51.0,Female
2022-04-24,Camera,93176.0,18.0,South,Hyderabad,Canada,15.0,Net Banking,37.0,Male
2022-10-27,Phone,70826.0,36.0,,Mumbai,India,,Cash,39.0,Other
2022-10-08,Printer,76206.0,47.0,West,Ahmedabad,USA,20.0,Cash,50.0,Male
2022-12-06,Monitor,11056.0,3.0,North,Bangalore,India,20.0,Debit Card,19.0,Male
2022-01-13,Printer,37763.0,11.0,South,Hyderabad,UK,15.0,Cash,48.0,Other
2022-08-03,,85924.0,10.0,North,Kolkata,Canada,,Net Banking,46.0,Female
2022-04-27,Tablet,96397.0,2.0,East,Hyderabad,France,0.0,Debit Card,24.0,Female
2022-08-21,Mouse,81880.0,,West,Ahmedabad,France,5.0,Credit Card,63.0,Other
2022-08-16,Camera,62317.0,5.0,West,Ahmedabad,Canada,15.0,UPI,34.0,Male
2022-06-07,Smartwatch,20766.0,,North,Delhi,Germany,10.0,UPI,56.0,Male
2022-01-04,Tablet,99664.0,4.0,South,Pune,India,0.0,Cash,27.0,Female
2022-04-07,Monitor,59743.0,20.0,North,Jaipur,India,,Debit Card,50.0,Male
2022-06-05,Camera,58855.0,14.0,South,Hyderabad,France,20.0,UPI,34.0,Male
2022-05-29,Laptop,84178.0,34.0,,Jaipur,UK,0.0,Net Banking,28.0,Female
2022-09-02,Printer,42918.0,45.0,,Hyderabad,USA,15.0,Credit Card,49.0,Female
2022-06-03,Keyboard,15640.0,7.0,East,Mumbai,,0.0,Debit Card,53.0,Male
2022-05-12,Monitor,28479.0,25.0,West,Kolkata,India,5.0,Net Banking,65.0,Male
2022-08-26,Tablet,61922.0,39.0,North,Delhi,UK,10.0,Debit Card,33.0,Other
2022-06-09,Smartwatch,10781.0,29.0,South,Jaipur,Canada,20.0,Credit Card,34.0,Male
2022-09-21,Camera,72207.0,12.0,South,Lucknow,Canada,0.0,Net Banking,27.0,Female
2022-06-10,Keyboard,38899.0,19.0,South,Bangalore,,0.0,Net Banking,35.0,Other
2022-03-26,Mouse,8546.0,10.0,South,Hyderabad,Germany,0.0,Net Banking,64.0,Male
2022-04-21,Laptop,73862.0,39.0,South,Bangalore,India,10.0,Net Banking,52.0,Male
2022-12-25,Keyboard,26427.0,28.0,East,Delhi,India,15.0,Net Banking,36.0,Male
2022-11-14,Phone,2276.0,34.0,North,Bangalore,India,10.0,,56.0,Female
2022-09-10,Tablet,87196.0,38.0,East,,France,5.0,Net Banking,49.0,Female
2022-06-07,Mouse,67456.0,7.0,West,Delhi,UK,10.0,Net Banking,30.0,Other
2022-07-06,Mouse,1757.0,38.0,West,Jaipur,USA,0.0,UPI,19.0,Other
2022-04-25,Smartwatch,40834.0,43.0,East,Jaipur,Canada,15.0,Credit Card,37.0,Other
2022-08-28,Printer,66011.0,7.0,North,Kolkata,France,5.0,Cash,68.0,Other
2022-05-28,Monitor,20535.0,,East,Bangalore,UK,5.0,Cash,,Female
2022-06-10,Headphones,99577.0,26.0,South,,India,0.0,Debit Card,44.0,Male
2022-10-27,Tablet,72195.0,3.0,North,Chennai,India,0.0,UPI,42.0,
2022-01-02,Camera,14705.0,11.0,East,Hyderabad,USA,10.0,Debit Card,64.0,Male
2022-10-13,Headphones,3616.0,17.0,North,Mumbai,Canada,5.0,Credit Card,,Male
2022-04-02,Keyboard,68575.0,18.0,East,Pune,Germany,5.0,Credit Card,33.0,Other
2022-09-16,Mouse,8705.0,28.0,West,Jaipur,USA,0.0,Cash,41.0,Female
2022-02-10,Monitor,43717.0,29.0,North,,USA,20.0,UPI,55.0,Female
2022-09-09,Tablet,86059.0,36.0,North,Pune,UK,20.0,Net Banking,,Male
2022-08-10,Camera,15892.0,41.0,,Kolkata,UK,5.0,Cash,54.0,Male
2022-01-05,Camera,41181.0,15.0,East,Kolkata,UK,20.0,Debit Card,67.0,Female
2022-10-15,,81368.0,1.0,South,Lucknow,France,20.0,Debit Card,29.0,Female
2022-08-19,Keyboard,9375.0,40.0,West,Kolkata,Canada,10.0,Cash,27.0,Other
2022-01-10,Monitor,93222.0,2.0,South,Jaipur,France,0.0,Credit Card,,Other
2022-12-18,Laptop,31821.0,33.0,East,Chennai,Canada,15.0,Debit Card,44.0,Female
2022-07-02,Keyboard,35462.0,41.0,East,Chennai,UK,20.0,Debit Card,31.0,Other
2022-08-10,Headphones,18379.0,7.0,West,Lucknow,India,20.0,UPI,,Male
2022-12-31,Headphones,33467.0,15.0,South,Lucknow,UK,10.0,Debit Card,46.0,Female
2022-08-02,Tablet,4703.0,43.0,North,Bangalore,Canada,5.0,Net Banking,40.0,
2022-04-02,Laptop,7037.0,27.0,West,Pune,France,20.0,Cash,63.0,Other
2022-05-25,Tablet,47114.0,,East,Ahmedabad,France,15.0,Net Banking,,Female
2022-09-14,Monitor,,40.0,North,Chennai,UK,20.0,Cash,34.0,Male
2022-07-13,Camera,58631.0,21.0,North,Hyderabad,USA,20.0,UPI,34.0,Other
2022-10-16,Laptop,88039.0,12.0,West,Mumbai,Germany,20.0,Cash,68.0,Female
2022-05-27,Mouse,44855.0,19.0,East,Delhi,Germany,15.0,Credit Card,48.0,Female
2022-08-15,Camera,17341.0,44.0,North,,Germany,5.0,Credit Card,32.0,Other
2022-03-13,Mouse,22913.0,17.0,South,Mumbai,India,0.0,Credit Card,56.0,Female
2022-04-13,Monitor,51593.0,28.0,South,Bangalore,,5.0,Net Banking,68.0,Female
2022-08-18,Headphones,66314.0,1.0,South,Ahmedabad,France,5.0,Credit Card,41.0,
2022-01-15,Mouse,7953.0,3.0,North,Ahmedabad,Canada,20.0,Cash,58.0,Male
2022-05-29,Mouse,935.0,9.0,West,Lucknow,India,0.0,Credit Card,61.0,Female
2022-12-31,Camera,64527.0,25.0,,Pune,India,5.0,UPI,69.0,Other
2022-08-03,Tablet,53409.0,41.0,South,Jaipur,USA,5.0,Net Banking,57.0,Female
2022-11-27,Keyboard,25564.0,14.0,East,Pune,France,10.0,Debit Card,36.0,Female
2022-09-26,Monitor,77754.0,13.0,,Pune,Germany,5.0,Cash,41.0,Other
2022-02-27,,14858.0,17.0,North,Jaipur,Canada,20.0,Cash,56.0,Female
2022-03-09,Printer,47324.0,45.0,West,Jaipur,India,5.0,UPI,30.0,Male
2022-01-17,Smartwatch,5901.0,49.0,South,Bangalore,India,0.0,Cash,22.0,Male
2022-02-08,Smartwatch,95890.0,48.0,West,Jaipur,France,5.0,Net Banking,,Male
2022-01-22,Keyboard,43046.0,42.0,East,Pune,Canada,0.0,Credit Card,38.0,Male
2022-02-03,Keyboard,65549.0,42.0,South,Hyderabad,UK,0.0,Net Banking,20.0,Other
2022-10-23,Camera,94342.0,7.0,North,Bangalore,Canada,20.0,UPI,57.0,Other
2022-09-12,Mouse,7701.0,34.0,North,Kolkata,France,0.0,Cash,65.0,Male
2022-08-21,Laptop,84733.0,22.0,North,Delhi,France,15.0,UPI,55.0,Other
,Phone,99211.0,34.0,North,Bangalore,France,15.0,Credit Card,34.0,Other
2022-04-09,Headphones,85649.0,38.0,North,Pune,Germany,0.0,UPI,39.0,Male
2022-12-17,Laptop,42125.0,30.0,West,,India,5.0,Debit Card,59.0,Other
2022-11-20,Camera,20156.0,28.0,West,Ahmedabad,Germany,20.0,Debit Card,30.0,Other
2022-11-05,Mouse,71254.0,14.0,East,Chennai,USA,10.0,UPI,22.0,
2022-04-19,,23574.0,37.0,North,Lucknow,India,15.0,Cash,47.0,Male
2022-08-08,,27929.0,47.0,East,Kolkata,Germany,15.0,UPI,46.0,Female
2022-01-19,,11311.0,33.0,West,Mumbai,India,20.0,Net Banking,40.0,Other
2022-10-13,Printer,40974.0,26.0,West,Pune,Canada,20.0,,55.0,Male
2022-03-18,Camera,84685.0,10.0,East,Kolkata,India,10.0,Debit Card,33.0,Male
2022-05-23,Mouse,45449.0,15.0,South,Kolkata,India,10.0,,53.0,Male
2022-05-27,Mouse,20963.0,31.0,North,Hyderabad,Germany,0.0,UPI,21.0,Male
2022-11-07,Mouse,85255.0,10.0,West,Lucknow,Canada,10.0,Net Banking,47.0,Male
2022-07-07,Mouse,34574.0,13.0,North,Bangalore,UK,5.0,Cash,38.0,Male
2022-08-16,,886.0,46.0,West,Pune,UK,20.0,Credit Card,57.0,Other
2022-05-03,Keyboard,160.0,,West,Delhi,USA,5.0,Net Banking,,Male
2022-11-01,Printer,11457.0,10.0,East,Mumbai,Canada,10.0,UPI,28.0,Female
2022-01-27,Camera,66251.0,44.0,North,Pune,Canada,20.0,Net Banking,37.0,
,Laptop,39421.0,49.0,,Kolkata,France,0.0,UPI,23.0,Other
2022-01-03,Headphones,24454.0,34.0,North,Ahmedabad,,10.0,Net Banking,50.0,Other
2022-11-24,Tablet,87859.0,2.0,East,Mumbai,India,15.0,UPI,24.0,Female
2022-04-16,Printer,977.0,31.0,South,Mumbai,,20.0,Cash,39.0,Other
2022-08-21,Laptop,71476.0,30.0,South,Kolkata,France,15.0,Credit Card,59.0,Other
2022-10-12,Tablet,45346.0,1.0,North,Lucknow,Canada,5.0,Credit Card,27.0,Other
2022-01-10,Laptop,99585.0,26.0,South,Bangalore,France,20.0,Debit Card,35.0,Male
2022-08-11,Camera,27050.0,48.0,North,Kolkata,UK,,Cash,18.0,Male
2022-11-22,Headphones,23104.0,14.0,South,Pune,France,15.0,Net Banking,56.0,Female
2022-06-30,Phone,50677.0,35.0,West,Ahmedabad,France,10.0,UPI,,Male
2022-07-09,Laptop,7289.0,17.0,North,Lucknow,Germany,20.0,Net Banking,35.0,Female
2022-11-14,Keyboard,88735.0,15.0,East,Chennai,USA,10.0,Credit Card,49.0,Female
2022-07-13,Camera,58631.0,21.0,North,Hyderabad,USA,20.0,UPI,34.0,Other
2022-06-21,Monitor,75309.0,5.0,South,Lucknow,India,20.0,UPI,23.0,Female
2022-08-01,Headphones,64116.0,10.0,South,Pune,UK,10.0,UPI,48.0,Male
2022-02-26,Monitor,15904.0,41.0,East,Jaipur,France,20.0,Credit Card,51.0,Male
2022-05-13,Monitor,93947.0,44.0,North,Mumbai,India,15.0,Cash,26.0,Other
2022-10-07,Printer,40487.0,40.0,South,Chennai,Germany,10.0,Credit Card,61.0,Male
2022-04-08,Mouse,9221.0,12.0,North,,France,5.0,Net Banking,31.0,Female
,Keyboard,8976.0,29.0,East,Pune,UK,,Net Banking,47.0,Female
2022-06-08,Keyboard,,2.0,South,Jaipur,Canada,5.0,Net Banking,53.0,Female
2022-09-20,Keyboard,31199.0,19.0,North,Delhi,France,15.0,Cash,68.0,Female
2022-01-19,Headphones,59758.0,43.0,West,Lucknow,France,0.0,Cash,58.0,Other
2022-03-10,Printer,21773.0,20.0,South,Mumbai,India,10.0,Net Banking,25.0,Other
2022-05-23,Keyboard,23008.0,34.0,East,Lucknow,,0.0,,44.0,Male
2022-10-11,Keyboard,4927.0,12.0,South,Hyderabad,Germany,0.0,Net Banking,20.0,Female
,,2966.0,44.0,West,Hyderabad,France,10.0,Credit Card,45.0,
2022-05-21,Keyboard,41762.0,16.0,West,Delhi,Germany,5.0,Cash,51.0,Other
2022-01-04,Headphones,11379.0,46.0,North,,Germany,15.0,Credit Card,58.0,Other
2022-04-02,Mouse,35449.0,27.0,East,Jaipur,India,10.0,Debit Card,31.0,Female
2022-10-20,Laptop,46197.0,30.0,South,Ahmedabad,India,10.0,Cash,63.0,Female
2022-03-11,Headphones,65026.0,9.0,,Jaipur,Germany,10.0,UPI,36.0,Male
2022-01-14,Printer,81602.0,46.0,East,Mumbai,Germany,10.0,,,Male
2022-08-19,Smartwatch,19256.0,48.0,North,Mumbai,Canada,15.0,UPI,69.0,Female
2022-01-23,Mouse,48391.0,27.0,South,Lucknow,UK,20.0,Cash,35.0,Other
2022-04-09,Keyboard,65652.0,46.0,West,Hyderabad,USA,,Debit Card,39.0,
2022-05-08,Headphones,65531.0,15.0,North,Lucknow,Canada,0.0,Debit Card,41.0,Male
2022-05-20,Camera,51071.0,43.0,West,Delhi,USA,20.0,Cash,19.0,
2022-09-21,,41298.0,16.0,North,Chennai,Canada,10.0,Debit Card,56.0,Other
2022-07-11,Mouse,55839.0,23.0,North,Lucknow,Germany,10.0,,54.0,Other
2022-12-24,Keyboard,12354.0,8.0,East,Lucknow,France,15.0,Credit Card,45.0,Other
2022-10-02,Printer,55748.0,43.0,North,Lucknow,France,15.0,Cash,59.0,Male
2022-03-17,Tablet,95445.0,30.0,North,Pune,,20.0,Net Banking,51.0,Other
2022-04-13,Monitor,23676.0,12.0,,Chennai,UK,15.0,UPI,56.0,Male
2022-05-30,Headphones,,30.0,North,Ahmedabad,Canada,0.0,UPI,20.0,Female
2022-08-02,Printer,75239.0,35.0,,Hyderabad,Germany,20.0,Credit Card,34.0,Female
2022-12-01,Headphones,64065.0,,North,Mumbai,Germany,5.0,Cash,27.0,Male
,Keyboard,1369.0,29.0,West,Hyderabad,India,15.0,Cash,21.0,Other
2022-08-19,Monitor,71676.0,24.0,North,Ahmedabad,UK,15.0,UPI,32.0,Female
2022-08-16,Mouse,45789.0,,East,Delhi,France,0.0,,59.0,Other
2022-05-26,,62994.0,,South,Chennai,USA,0.0,Debit Card,68.0,Female
2022-11-25,Laptop,35625.0,25.0,North,Pune,Germany,15.0,Credit Card,32.0,Female
2022-08-31,Headphones,12765.0,33.0,East,Jaipur,India,0.0,Debit Card,,Other
2022-07-18,Mouse,54886.0,38.0,North,Lucknow,USA,10.0,Cash,58.0,Male
2022-04-06,Tablet,10383.0,,East,Pune,USA,,Debit Card,41.0,Female
2022-10-28,Phone,76527.0,23.0,South,Pune,Canada,20.0,UPI,66.0,Male
2022-03-13,Mouse,22734.0,7.0,East,Delhi,Germany,0.0,UPI,28.0,Female
2022-10-21,Camera,71389.0,31.0,North,Ahmedabad,USA,,,67.0,Female
2022-07-22,Printer,76086.0,21.0,East,Pune,India,10.0,UPI,19.0,Female
2022-10-10,Smartwatch,22931.0,43.0,East,Kolkata,,15.0,Net Banking,37.0,Male
2022-10-04,Monitor,42416.0,27.0,East,Jaipur,France,20.0,Credit Card,69.0,Female
2022-04-23,Headphones,13040.0,34.0,East,Kolkata,USA,0.0,Credit Card,53.0,Female
2022-10-15,Laptop,5830.0,1.0,South,Ahmedabad,India,15.0,Net Banking,19.0,Male
2022-08-15,Monitor,98902.0,14.0,North,Kolkata,India,5.0,Net Banking,61.0,Male
2022-12-19,Headphones,39986.0,49.0,West,Ahmedabad,Germany,15.0,Debit Card,58.0,Other
2022-04-08,Keyboard,16662.0,22.0,,Hyderabad,Germany,0.0,Credit Card,21.0,Other
2022-10-25,Monitor,1914.0,2.0,East,Lucknow,Canada,0.0,Net Banking,28.0,Other
2022-10-06,Smartwatch,33754.0,,East,Hyderabad,USA,5.0,UPI,45.0,Other
2022-06-10,Camera,92096.0,45.0,North,Pune,Germany,5.0,Net Banking,34.0,Female
,Printer,94981.0,10.0,South,Jaipur,France,10.0,Cash,22.0,Female
2022-09-07,Mouse,57708.0,7.0,South,Jaipur,France,15.0,Net Banking,44.0,Male
2022-05-21,Mouse,,,East,Bangalore,,15.0,Debit Card,21.0,Male
2022-11-04,Monitor,13804.0,11.0,North,Ahmedabad,Germany,5.0,,49.0,Female
2022-06-19,Phone,12452.0,9.0,North,Bangalore,UK,10.0,Credit Card,69.0,Other
2022-08-11,Phone,34252.0,24.0,West,,India,0.0,UPI,34.0,Female
2022-10-28,Camera,18767.0,13.0,East,Ahmedabad,Canada,0.0,Debit Card,19.0,
2022-11-12,Laptop,42531.0,42.0,West,Kolkata,India,20.0,Debit Card,32.0,Female
2022-03-11,Tablet,29931.0,39.0,North,Ahmedabad,Germany,0.0,UPI,57.0,Other
2022-08-26,Laptop,2096.0,8.0,East,Delhi,Germany,20.0,Credit Card,67.0,Female
2022-08-04,Smartwatch,5629.0,20.0,North,Chennai,UK,20.0,Credit Card,36.0,Male
2022-07-17,Mouse,82576.0,42.0,South,Hyderabad,USA,0.0,UPI,68.0,Female
2022-02-28,Mouse,54957.0,1.0,East,Jaipur,USA,0.0,Net Banking,23.0,Other
2022-09-20,Smartwatch,18930.0,36.0,South,Bangalore,Canada,10.0,UPI,36.0,Other
,Laptop,4937.0,39.0,North,Kolkata,USA,0.0,Debit Card,65.0,Other
2022-09-30,Camera,315.0,,South,Bangalore,UK,20.0,Credit Card,65.0,Male
2022-02-22,Smartwatch,34493.0,32.0,West,Bangalore,Canada,20.0,UPI,65.0,Male
2022-08-19,Headphones,47099.0,10.0,North,Bangalore,UK,10.0,UPI,46.0,Male
2022-11-10,Tablet,,19.0,South,Bangalore,India,10.0,Cash,56.0,Female
2022-05-18,Headphones,29877.0,11.0,West,Kolkata,India,20.0,Debit Card,20.0,Female
2022-03-14,Camera,39719.0,2.0,North,Delhi,India,15.0,UPI,49.0,Other
2022-07-08,Tablet,54295.0,25.0,West,Jaipur,Canada,20.0,Cash,22.0,Other
2022-03-31,Phone,87553.0,9.0,,Pune,Canada,,Debit Card,20.0,Male
2022-07-02,Camera,65539.0,10.0,West,Bangalore,France,15.0,Credit Card,68.0,Male
2022-05-29,Headphones,51802.0,11.0,North,Hyderabad,France,15.0,Net Banking,69.0,Female
2022-04-23,Keyboard,10689.0,33.0,West,Kolkata,UK,5.0,Debit Card,26.0,Other
2022-08-25,,83332.0,9.0,South,Chennai,Germany,15.0,Debit Card,59.0,Other
2022-05-02,Printer,22494.0,28.0,North,Kolkata,Canada,15.0,Debit Card,35.0,Other
2022-12-02,Printer,95052.0,28.0,North,Lucknow,Germany,5.0,Credit Card,33.0,Female
2022-02-04,Printer,20846.0,32.0,North,Ahmedabad,France,20.0,Net Banking,20.0,
2022-07-07,Phone,39713.0,,South,Ahmedabad,Germany,15.0,UPI,62.0,Female
2022-06-09,Mouse,56063.0,,East,Mumbai,France,,Debit Card,65.0,Female
2022-04-23,Headphones,77254.0,31.0,West,Ahmedabad,UK,0.0,Net Banking,40.0,Other
2022-11-15,Headphones,47791.0,37.0,North,Ahmedabad,France,10.0,,33.0,Male
2022-11-14,,,37.0,East,Bangalore,USA,10.0,Net Banking,64.0,Male
2022-10-23,,72473.0,13.0,East,Kolkata,Canada,15.0,Credit Card,49.0,Male
2022-05-30,Camera,41530.0,38.0,North,Lucknow,Germany,0.0,UPI,55.0,Other
2022-05-04,Tablet,387.0,24.0,South,Ahmedabad,Canada,15.0,Cash,67.0,Male
2022-05-15,Tablet,90995.0,26.0,North,Chennai,Germany,5.0,UPI,43.0,Male
2022-09-24,Phone,29031.0,30.0,West,Lucknow,France,10.0,Cash,,Male
2022-05-27,Laptop,53075.0,22.0,East,Kolkata,UK,15.0,Net Banking,60.0,Other
,,25181.0,21.0,South,Bangalore,Canada,0.0,UPI,52.0,Other
2022-10-09,Camera,9195.0,40.0,South,Ahmedabad,Canada,5.0,Credit Card,28.0,Male
